_id,name,symbol,contractAddress,chain,logo,decimal,financialData,live,createdAt,updatedAt,__v
{'$oid': '623cd408ff3bd6deaeb3b9bf'},Conjure,CNJ,0x00A55375002f3cDa400383F479e7Cd57Bad029A9,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/12123.png,2,"{'price': 0, 'volume24h': None, 'volumeChange24h': None, 'percentChange1h': None, 'percentChange24h': None, 'percentChange7d': None, 'percentChange30d': None, 'percentChange60d': None, 'percentChange90d': None, 'marketCap': None, 'marketCapDominance': None, 'fullyDilutedMarketCap': None, 'lastUpdated': {'$date': '2022-03-24T20:26:48.312Z'}}",True,{'$date': '2022-03-24T20:26:48.393Z'},{'$date': '2022-03-24T20:26:48.393Z'},0
{'$oid': '623e1d5fd02aba1aed362f99'},Alchemix,ALCX,0xdbdb4d16eda451d0503b854cf79d55697f90c8df,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/8613.png,18,"{'price': 107.11830477783992, 'volume24h': 23941033.29288571, 'volumeChange24h': 98.6279, 'percentChange1h': -2.59071713, 'percentChange24h': 2.32142785, 'percentChange7d': 9.30977353, 'percentChange30d': -20.50368947, 'percentChange60d': -29.94604254, 'percentChange90d': -47.40542746, 'marketCap': 128138631.82634969, 'marketCapDominance': 0.0064, 'fullyDilutedMarketCap': 167420018.86, 'lastUpdated': {'$date': '2022-03-25T19:50:00Z'}}",True,{'$date': '2022-03-25T19:51:59.218Z'},{'$date': '2022-03-25T19:51:59.218Z'},0
{'$oid': '623e30db29f0a800b9b76b4b'},Aavegotchi,GHST,0x3F382DbD960E3a9bbCeaE22651E88158d2791550,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/7046.png,18,"{'price': 2.012771261108906, 'volume24h': 22229642.93208988, 'volumeChange24h': -26.2485, 'percentChange1h': -0.0839251, 'percentChange24h': -0.8190490300000001, 'percentChange7d': 2.86166081, 'percentChange30d': 1.9680994900000002, 'percentChange60d': 0.51513232, 'percentChange90d': -15.60225555, 'marketCap': 125211404.21640775, 'marketCapDominance': 0.0063, 'fullyDilutedMarketCap': 128762261.81, 'lastUpdated': {'$date': '2022-03-25T21:13:00Z'}}",True,{'$date': '2022-03-25T21:15:07.758Z'},{'$date': '2022-03-25T21:15:07.758Z'},0
{'$oid': '623e30dd29f0a800b9b76b4d'},Decentraland,MANA,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/1966.png,18,"{'price': 2.604602184904296, 'volume24h': 462027472.1362607, 'volumeChange24h': -35.9028, 'percentChange1h': 0.08114252, 'percentChange24h': -1.60651805, 'percentChange7d': 6.5770398199999995, 'percentChange30d': -0.74814829, 'percentChange60d': 25.01485821, 'percentChange90d': -30.90464572, 'marketCap': 4794600324.779664, 'marketCapDominance': 0.2399, 'fullyDilutedMarketCap': 5713784124.76, 'lastUpdated': {'$date': '2022-03-25T21:13:00Z'}}",True,{'$date': '2022-03-25T21:15:09.820Z'},{'$date': '2022-03-25T21:15:09.820Z'},0
{'$oid': '623e30df29f0a800b9b76b4f'},Magic Ethereum Money,MEM,0x343e59d9d835e35b07fe80f5bb544f8ed1cd3b11,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/18249.png,18,"{'price': 4.969090568e-06, 'volume24h': 97510.2757768, 'volumeChange24h': 102.6711, 'percentChange1h': -3.10799268, 'percentChange24h': -1.08908046, 'percentChange7d': -20.80117302, 'percentChange30d': 23.76757858, 'percentChange60d': 37.16541453, 'percentChange90d': 37.16541453, 'marketCap': 0, 'marketCapDominance': 0, 'fullyDilutedMarketCap': 4969090.57, 'lastUpdated': {'$date': '2022-03-25T21:13:00Z'}}",True,{'$date': '2022-03-25T21:15:11.304Z'},{'$date': '2022-03-25T21:15:11.304Z'},0
{'$oid': '623e30e129f0a800b9b76b51'},Pickle Finance,PICKLE,0x429881672B9AE42b8EbA0E26cD9C73711b891Ca5,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/7022.png,18,"{'price': 4.283644423236288, 'volume24h': 736507.17732018, 'volumeChange24h': 3.7986, 'percentChange1h': -0.34501619, 'percentChange24h': -2.93990673, 'percentChange7d': 8.50039718, 'percentChange30d': -31.74655404, 'percentChange60d': -32.32975651, 'percentChange90d': -40.63553418, 'marketCap': 8173323.645322405, 'marketCapDominance': 0, 'fullyDilutedMarketCap': 8191967.97, 'lastUpdated': {'$date': '2022-03-25T21:13:00Z'}}",True,{'$date': '2022-03-25T21:15:13.166Z'},{'$date': '2022-03-25T21:15:13.166Z'},0
{'$oid': '623e30e229f0a800b9b76b53'},Augur,REP,0x1985365e9f78359a9B6AD760e32412f4a445E862,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/1104.png,18,"{'price': 14.607278228658382, 'volume24h': 10808674.7285229, 'volumeChange24h': -15.8025, 'percentChange1h': 0.29594838, 'percentChange24h': -0.21113618, 'percentChange7d': 6.39796359, 'percentChange30d': 2.96874556, 'percentChange60d': 19.79960368, 'percentChange90d': -30.84022628, 'marketCap': 160680060.5152422, 'marketCapDominance': 0.008, 'fullyDilutedMarketCap': 160680060.52, 'lastUpdated': {'$date': '2022-03-25T21:14:00Z'}}",True,{'$date': '2022-03-25T21:15:14.625Z'},{'$date': '2022-03-25T21:15:14.625Z'},0
{'$oid': '623e30e429f0a800b9b76b55'},Synthetix,SNX,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/2586.png,18,"{'price': 5.075015233053564, 'volume24h': 99378049.10963742, 'volumeChange24h': -32.5275, 'percentChange1h': 0.50460743, 'percentChange24h': -3.29956485, 'percentChange7d': -0.09359911, 'percentChange30d': 30.58052973, 'percentChange60d': 21.25227222, 'percentChange90d': -13.18968748, 'marketCap': 582822529.4230187, 'marketCapDominance': 0.0292, 'fullyDilutedMarketCap': 1078055710.84, 'lastUpdated': {'$date': '2022-03-25T21:14:00Z'}}",False,{'$date': '2022-03-25T21:15:16.412Z'},{'$date': '2022-03-25T21:15:16.412Z'},0
{'$oid': '623fb4705d68f16a7b80d16f'},1inch Network,1INCH,0x111111111117dc0aa78b770fa6a738034120c302,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/8104.png,18,"{'price': 1.6467333409833191, 'volume24h': 66087236.55299664, 'volumeChange24h': -15.3814, 'percentChange1h': 0.98959476, 'percentChange24h': 4.19383907, 'percentChange7d': 0.11468957, 'percentChange30d': 22.98245737, 'percentChange60d': 3.05945404, 'percentChange90d': -40.22154307, 'marketCap': 681381658.799528, 'marketCapDominance': 0.033800000000000004, 'fullyDilutedMarketCap': 2470100011.47, 'lastUpdated': {'$date': '2022-03-27T00:47:00Z'}}",False,{'$date': '2022-03-27T00:48:48.887Z'},{'$date': '2022-03-27T00:48:48.887Z'},0
{'$oid': '623fc1f017f99988906aa299'},Multichain,MULTI,0x65ef703f5594d2573eb71aaf55bc0cb548492df4,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/17050.png,18,"{'price': 12.489020831215786, 'volume24h': 436127.9705425, 'volumeChange24h': -92.7927, 'percentChange1h': 0.13967912, 'percentChange24h': -0.76516072, 'percentChange7d': 36.42491521, 'percentChange30d': -0.26599196, 'percentChange60d': -39.32413678, 'percentChange90d': -29.01401632, 'marketCap': 0, 'marketCapDominance': 0, 'fullyDilutedMarketCap': 1248902083.12, 'lastUpdated': {'$date': '2022-03-27T01:45:00Z'}}",False,{'$date': '2022-03-27T01:46:24.287Z'},{'$date': '2022-03-27T01:46:24.287Z'},0
{'$oid': '623fc39117f99988906aa29d'},Uniswap,UNI,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/7083.png,18,"{'price': 10.739393896160934, 'volume24h': 151963535.3659591, 'volumeChange24h': -41.9995, 'percentChange1h': 0.89376254, 'percentChange24h': 1.74530079, 'percentChange7d': 12.54538279, 'percentChange30d': 20.49299477, 'percentChange60d': 1.81593363, 'percentChange90d': -43.27341775, 'marketCap': 7399503306.152232, 'marketCapDominance': 0.36660000000000004, 'fullyDilutedMarketCap': 10739393896.16, 'lastUpdated': {'$date': '2022-03-27T01:52:00Z'}}",False,{'$date': '2022-03-27T01:53:21.459Z'},{'$date': '2022-03-27T01:53:21.459Z'},0
{'$oid': '623fc39617f99988906aa2a0'},0x,ZRX,0xe41d2489571d322189246dafa5ebde1f4699f498,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/1896.png,18,"{'price': 0.8129670020381771, 'volume24h': 239491614.98072013, 'volumeChange24h': 631.3376, 'percentChange1h': 25.17980486, 'percentChange24h': 39.83067257, 'percentChange7d': 50.70079482, 'percentChange30d': 59.44885055, 'percentChange60d': 55.36183566, 'percentChange90d': -7.84435243, 'marketCap': 688986326.912192, 'marketCapDominance': 0.0341, 'fullyDilutedMarketCap': 812967002.04, 'lastUpdated': {'$date': '2022-03-27T01:52:00Z'}}",False,{'$date': '2022-03-27T01:53:26.788Z'},{'$date': '2022-03-27T01:53:26.788Z'},0
{'$oid': '623fc39c17f99988906aa2a3'},Serum,SRM,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/6187.png,18,"{'price': 2.9366678660760073, 'volume24h': 140575543.76162407, 'volumeChange24h': -57.2691, 'percentChange1h': -0.82994704, 'percentChange24h': -3.07026774, 'percentChange7d': 3.48431486, 'percentChange30d': 59.68403503, 'percentChange60d': 39.84833723, 'percentChange90d': -27.23055775, 'marketCap': 391257490.0027759, 'marketCapDominance': 0.0194, 'fullyDilutedMarketCap': 29839482187.2, 'lastUpdated': {'$date': '2022-03-27T01:52:00Z'}}",False,{'$date': '2022-03-27T01:53:32.596Z'},{'$date': '2022-03-27T01:53:32.596Z'},0
{'$oid': '623fc39e17f99988906aa2a6'},IoTeX,IOTX,0x6fb3e0a217407efff7ca062d46c26e5d60a14d69,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/2777.png,18,"{'price': 0.09119615087328001, 'volume24h': 35264535.54591545, 'volumeChange24h': -41.9639, 'percentChange1h': -0.58512935, 'percentChange24h': 2.6100431, 'percentChange7d': 14.74636781, 'percentChange30d': 28.18792589, 'percentChange60d': 27.3216223, 'percentChange90d': -35.53452422, 'marketCap': 870082350.708252, 'marketCapDominance': 0.0431, 'fullyDilutedMarketCap': 911961508.73, 'lastUpdated': {'$date': '2022-03-27T01:52:00Z'}}",False,{'$date': '2022-03-27T01:53:34.894Z'},{'$date': '2022-03-27T01:53:34.894Z'},0
{'$oid': '623fc3a217f99988906aa2a9'},Dego Finance,DEGO,0x88ef27e69108b2633f8e1c184cc37940a075cc02,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/7087.png,18,"{'price': 3.315199355053813, 'volume24h': 16322509.67791119, 'volumeChange24h': 4.7469, 'percentChange1h': 0.08715254, 'percentChange24h': 4.6271748200000005, 'percentChange7d': 11.58659762, 'percentChange30d': 23.94519576, 'percentChange60d': -6.47195416, 'percentChange90d': -52.59879928, 'marketCap': 28535190.570301153, 'marketCapDominance': 0, 'fullyDilutedMarketCap': 69619186.46, 'lastUpdated': {'$date': '2022-03-27T01:52:00Z'}}",False,{'$date': '2022-03-27T01:53:38.255Z'},{'$date': '2022-03-27T01:53:38.255Z'},0
{'$oid': '623fc3a317f99988906aa2ac'},Illuvium,ILV,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/8719.png,18,"{'price': 592.61686391292, 'volume24h': 16223620.46369312, 'volumeChange24h': -40.4368, 'percentChange1h': 0.17649451, 'percentChange24h': 2.74710186, 'percentChange7d': 4.68682615, 'percentChange30d': 13.21595011, 'percentChange60d': 3.63548567, 'percentChange90d': -48.62726757, 'marketCap': 385607566.774811, 'marketCapDominance': 0.019100000000000002, 'fullyDilutedMarketCap': 5926168639.13, 'lastUpdated': {'$date': '2022-03-27T01:52:00Z'}}",False,{'$date': '2022-03-27T01:53:40.001Z'},{'$date': '2022-03-27T01:53:40.001Z'},0
{'$oid': '623fc3a617f99988906aa2af'},Impossible Finance,IF,0xb0e1fc65c1a741b4662b813eb787d369b8614af1,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/10932.png,18,"{'price': 0.5457210656697791, 'volume24h': 698.04274734, 'volumeChange24h': -90.1905, 'percentChange1h': 0.77473638, 'percentChange24h': 0.40993706, 'percentChange7d': 16.24834087, 'percentChange30d': 15.2434369, 'percentChange60d': -18.39984169, 'percentChange90d': -55.43289833, 'marketCap': 3274687.1156430854, 'marketCapDominance': 0, 'fullyDilutedMarketCap': 11460142.38, 'lastUpdated': {'$date': '2022-03-27T01:52:00Z'}}",False,{'$date': '2022-03-27T01:53:42.262Z'},{'$date': '2022-03-27T01:53:42.262Z'},0
{'$oid': '623fc3a917f99988906aa2b2'},Braintrust,BTRST,0x799ebfabe77a6e34311eeee9825190b9ece32824,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/11584.png,18,"{'price': 3.268603813753301, 'volume24h': 2595025.8495862, 'volumeChange24h': -2.0674, 'percentChange1h': -0.03971039, 'percentChange24h': -0.3605517, 'percentChange7d': -3.25736715, 'percentChange30d': 10.80933192, 'percentChange60d': -5.84852348, 'percentChange90d': -11.12225944, 'marketCap': 291227752.4659633, 'marketCapDominance': 0.014400000000000001, 'fullyDilutedMarketCap': 817150953.44, 'lastUpdated': {'$date': '2022-03-27T01:52:00Z'}}",False,{'$date': '2022-03-27T01:53:45.575Z'},{'$date': '2022-03-27T01:53:45.575Z'},0
{'$oid': '623fc3ac17f99988906aa2b5'},Origin Protocol,OGN,0x8207c1ffc5b6804f6024322ccf34f29c3541ae26,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/5117.png,18,"{'price': 0.6156808557322241, 'volume24h': 150446442.666286, 'volumeChange24h': -4.2646, 'percentChange1h': 0.69683435, 'percentChange24h': 1.21093116, 'percentChange7d': -13.06475893, 'percentChange30d': 123.36593916, 'percentChange60d': 91.97823569, 'percentChange90d': -16.22933685, 'marketCap': 239235561.1227244, 'marketCapDominance': 0.0119, 'fullyDilutedMarketCap': 615680855.73, 'lastUpdated': {'$date': '2022-03-27T01:52:00Z'}}",False,{'$date': '2022-03-27T01:53:48.655Z'},{'$date': '2022-03-27T01:53:48.655Z'},0
{'$oid': '623fc3af17f99988906aa2b8'},Ren,REN,0x408e41876cccdc0f92210600ef50372656052a38,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/2539.png,18,"{'price': 0.40387687937877303, 'volume24h': 31171702.6262061, 'volumeChange24h': -19.3939, 'percentChange1h': 2.55112812, 'percentChange24h': 8.4737149, 'percentChange7d': 12.52111501, 'percentChange30d': 38.40949904, 'percentChange60d': 30.76237716, 'percentChange90d': -38.01043734, 'marketCap': 403488148.0285292, 'marketCapDominance': 0.02, 'fullyDilutedMarketCap': 403876879.38, 'lastUpdated': {'$date': '2022-03-27T01:52:00Z'}}",False,{'$date': '2022-03-27T01:53:51.970Z'},{'$date': '2022-03-27T01:53:51.970Z'},0
{'$oid': '623fc3b217f99988906aa2bb'},Ethereum Push Notification Service,PUSH,0xf418588522d5dd018b425E472991E52EBBeEEEEE,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/9111.png,18,"{'price': 1.1938117187278101, 'volume24h': 1509533.65582299, 'volumeChange24h': -7.6096, 'percentChange1h': 0.13718975, 'percentChange24h': -2.51403038, 'percentChange7d': 5.37131317, 'percentChange30d': 17.46222463, 'percentChange60d': -10.77339734, 'percentChange90d': -43.63892142, 'marketCap': 18250905.21384358, 'marketCapDominance': 0, 'fullyDilutedMarketCap': 119381171.87, 'lastUpdated': {'$date': '2022-03-27T01:52:00Z'}}",False,{'$date': '2022-03-27T01:53:54.225Z'},{'$date': '2022-03-27T01:53:54.225Z'},0
{'$oid': '623fc3b817f99988906aa2be'},SKALE Network,SKL,0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/5691.png,18,"{'price': 0.166949232175854, 'volume24h': 107278554.1776778, 'volumeChange24h': 273.0587, 'percentChange1h': -2.85937092, 'percentChange24h': 19.52611905, 'percentChange7d': 28.56956544, 'percentChange30d': 37.19450685, 'percentChange60d': 46.63781696, 'percentChange90d': -29.84956926, 'marketCap': 541767092.7364734, 'marketCapDominance': 0.0268, 'fullyDilutedMarketCap': 1168644625.23, 'lastUpdated': {'$date': '2022-03-27T01:52:00Z'}}",False,{'$date': '2022-03-27T01:54:00.542Z'},{'$date': '2022-03-27T01:54:00.542Z'},0
{'$oid': '623fc3ba17f99988906aa2c1'},Quantstamp,QSP,0x99ea4db9ee77acd40b119bd1dc4e33e1c070b80d,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/2212.png,18,"{'price': 0.069306438035428, 'volume24h': 3802309.52760472, 'volumeChange24h': -62.6434, 'percentChange1h': 1.7881026800000002, 'percentChange24h': 1.40239215, 'percentChange7d': 54.85351498, 'percentChange30d': 50.1027498, 'percentChange60d': 185.32366051, 'percentChange90d': 57.09873525, 'marketCap': 49471070.38885554, 'marketCapDominance': 0.0025, 'fullyDilutedMarketCap': 67673743.88, 'lastUpdated': {'$date': '2022-03-27T01:52:00Z'}}",False,{'$date': '2022-03-27T01:54:02.806Z'},{'$date': '2022-03-27T01:54:02.806Z'},0
{'$oid': '623fc3bd17f99988906aa2c4'},Wilder World,WILD,0x2a3bff78b79a009976eea096a51a948a3dc00e34,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/9674.png,18,"{'price': 1.201483870338689, 'volume24h': 3964950.02708425, 'volumeChange24h': 49.604, 'percentChange1h': -0.16680416, 'percentChange24h': -0.77986723, 'percentChange7d': -3.65817321, 'percentChange30d': -23.2447541, 'percentChange60d': -30.38472089, 'percentChange90d': -69.84422286, 'marketCap': 100544135.37096591, 'marketCapDominance': 0, 'fullyDilutedMarketCap': 600741935.17, 'lastUpdated': {'$date': '2022-03-27T01:52:00Z'}}",False,{'$date': '2022-03-27T01:54:05.459Z'},{'$date': '2022-03-27T01:54:05.459Z'},0
{'$oid': '623fc3c117f99988906aa2c7'},Magic Internet Money,MIM,0x99d8a9c45b2eca8864373a26d1459e3dff1e17f3,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/162.png,18,"{'price': 0.9895586762703971, 'volume24h': 16883095.10435916, 'volumeChange24h': -80.9202, 'percentChange1h': 0.03726947, 'percentChange24h': 0.20560989000000002, 'percentChange7d': -0.81982426, 'percentChange30d': -0.7536511300000001, 'percentChange60d': -0.91860735, 'percentChange90d': -1.05740381, 'marketCap': 0, 'marketCapDominance': 0.09480000000000001, 'fullyDilutedMarketCap': 1913165450.72, 'lastUpdated': {'$date': '2022-03-27T01:52:00Z'}}",False,{'$date': '2022-03-27T01:54:09.550Z'},{'$date': '2022-03-27T01:54:09.550Z'},0
{'$oid': '623fc3c517f99988906aa2ca'},Akropolis,AKRO,0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/4134.png,18,"{'price': 0.013057907665906001, 'volume24h': 6075246.67639826, 'volumeChange24h': -38.0922, 'percentChange1h': 0.5709686900000001, 'percentChange24h': 6.6884948699999995, 'percentChange7d': 8.00760959, 'percentChange30d': 6.49113966, 'percentChange60d': 5.64057686, 'percentChange90d': -49.04602899, 'marketCap': 50202280.830285005, 'marketCapDominance': 0.0025, 'fullyDilutedMarketCap': 52231630.66, 'lastUpdated': {'$date': '2022-03-27T01:52:00Z'}}",False,{'$date': '2022-03-27T01:54:13.700Z'},{'$date': '2022-03-27T01:54:13.700Z'},0
{'$oid': '623fc3c717f99988906aa2cd'},UMA,UMA,0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/5617.png,18,"{'price': 7.787400193252948, 'volume24h': 102053172.91271459, 'volumeChange24h': 99.261, 'percentChange1h': -0.07320569, 'percentChange24h': 2.41271316, 'percentChange7d': 1.97416569, 'percentChange30d': 63.56925566, 'percentChange60d': 33.73873048, 'percentChange90d': -25.76074184, 'marketCap': 509951786.0224354, 'marketCapDominance': 0.0253, 'fullyDilutedMarketCap': 787871291.17, 'lastUpdated': {'$date': '2022-03-27T01:53:00Z'}}",False,{'$date': '2022-03-27T01:54:15.969Z'},{'$date': '2022-03-27T01:54:15.969Z'},0
{'$oid': '623fc3ca17f99988906aa2d0'},Covalent,CQT,0xD417144312DbF50465b1C641d016962017Ef6240,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/7411.png,18,"{'price': 0.36433166335207, 'volume24h': 4426069.440857, 'volumeChange24h': -26.2003, 'percentChange1h': -0.09282163, 'percentChange24h': -3.3480453, 'percentChange7d': 8.11782131, 'percentChange30d': 10.80084458, 'percentChange60d': -6.59265943, 'percentChange90d': -40.30204718, 'marketCap': 92847370.20225884, 'marketCapDominance': 0.0046, 'fullyDilutedMarketCap': 364331663.35, 'lastUpdated': {'$date': '2022-03-27T01:53:00Z'}}",False,{'$date': '2022-03-27T01:54:18.757Z'},{'$date': '2022-03-27T01:54:18.757Z'},0
{'$oid': '623fc3cc17f99988906aa2d3'},DIA,DIA,0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/6138.png,18,"{'price': 1.034051990900815, 'volume24h': 8199765.21006938, 'volumeChange24h': -16.5837, 'percentChange1h': 2.12333057, 'percentChange24h': 4.90888527, 'percentChange7d': 9.16542919, 'percentChange30d': 0.77653297, 'percentChange60d': -0.33259356, 'percentChange90d': -28.07514584, 'marketCap': 68198116.42595576, 'marketCapDominance': 0.0034000000000000002, 'fullyDilutedMarketCap': 206810398.18, 'lastUpdated': {'$date': '2022-03-27T01:53:00Z'}}",False,{'$date': '2022-03-27T01:54:20.868Z'},{'$date': '2022-03-27T01:54:20.868Z'},0
{'$oid': '623fc3cf17f99988906aa2d6'},TRVL,TRVL,0xd47bdf574b4f76210ed503e0efe81b58aa061f3d,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/14336.png,18,"{'price': 0.11606006343892, 'volume24h': 160577.6111484, 'volumeChange24h': -63.9113, 'percentChange1h': -0.02145087, 'percentChange24h': 1.49365065, 'percentChange7d': 19.92405493, 'percentChange30d': -5.15286653, 'percentChange60d': -41.39001596, 'percentChange90d': -69.82402311, 'marketCap': 0, 'marketCapDominance': 0, 'fullyDilutedMarketCap': 116060063.44, 'lastUpdated': {'$date': '2022-03-27T01:53:00Z'}}",False,{'$date': '2022-03-27T01:54:23.545Z'},{'$date': '2022-03-27T01:54:23.545Z'},0
{'$oid': '623fc3d117f99988906aa2d9'},The Doge NFT,DOG,0xbaac2b4491727d78d2b78815144570b9f2fe8899,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/11557.png,18,"{'price': 0.0046098060832710005, 'volume24h': 6293656.67378085, 'volumeChange24h': 5906.2637, 'percentChange1h': 0.29597198, 'percentChange24h': 58.93711253, 'percentChange7d': 82.21404111, 'percentChange30d': 40.68280079, 'percentChange60d': 55.36533842, 'percentChange90d': -36.91883895, 'marketCap': 0, 'marketCapDominance': 0, 'fullyDilutedMarketCap': 78227012.32, 'lastUpdated': {'$date': '2022-03-27T01:53:00Z'}}",False,{'$date': '2022-03-27T01:54:25.633Z'},{'$date': '2022-03-27T01:54:25.633Z'},0
